Title,Poet,text,ctext,Language
"Pyaas Kuch Aur Hai
","Amrita Pritam
","प्यास कुछ और है,  
पानी के सागर से,  
यह अंतर, यह रहस्य,  
कहाँ से आए और कहाँ जाए।
","There is a different thirst,  
Beyond the ocean of water,  
This mystery, this difference,  
Where does it come from and where does it go?  
",Hindi
"Kaun Thakaa Raste Mein
","Bhawani Prasad Mishra
","कौन थका रास्ते में,  
कौन थमा अपनी यात्रा?  
यह दर्द की गाथा,  
जिंदगी के संगी के बाद।
","Who tired on the path,  
Who halted their journey?  
This is the tale of pain,  
After the companion of life.  
",Hindi
"Bhor Ka Sooraj
","Shivmangal Singh Suman
","भोर का सूरज चमका,  
आत्मा में जोश था।  
नई उम्मीदों के साथ,  
हर रास्ता जो मिला था।
","The morning sun shone,  
There was enthusiasm in the soul.  
With new hopes,  
Every path that appeared.  
",Hindi
"Ankhen Kyun Band Hain
","Raghuvir Sahay
","आंखें क्यों बंद हैं,  
क्या देखना बाकी है?  
हमने हर राह पर  
कितनी बार सोचा है।
","Why are eyes closed,  
What remains to be seen?  
On every path,  
We have thought countless times.  
",Hindi
"Khuli Hawa Mein
","Subhadra Kumari Chauhan
","खुली हवा में, बगिया में,  
चमकते हैं आकाश के तारे।  
जीवन के रास्ते पर,  
हम सभी साथ चले हैं।
","In the open air, in the garden,  
Stars of the sky shine bright.  
On the path of life,  
We all have walked together.  
",Hindi
"Neend Ki Khaamoshi
","Muktibodh
","नींद की खामोशी में,  
हम ढूंढ रहे हैं अपना आप।  
सपनों के धुंधले में,  
एक सपना खो रहा है।
","In the silence of sleep,  
We are searching for ourselves.  
In the haze of dreams,  
A dream is slipping away.  
",Hindi
"Jangli Phool
","Agyeya
","जंगली फूलों में रंग बिखरे हैं,  
हवाओं में उनका गीत गूंजता है।  
यह फूल किसी के बस में नहीं,  
खुद से पैदा होता है, खुद से मरता है।
","In wild flowers, colors are scattered,  
Their song echoes in the winds.  
This flower is beyond anyone's control,  
Born by itself, it dies by itself.  
",Hindi
"Apne Khilaf
","Muktibodh
","अपने खिलाफ मैं कुछ और नहीं कर सकता,  
बस खुद से ही जूझ सकता हूँ,  
हर बार खुद से उलझता हूँ,  
हर बार अपने ही क़दमों से घबराता हूँ।
","Against myself, I can do nothing,  
Only struggle with myself,  
Each time, I tangle with myself,  
Each time, I am afraid of my own steps.  
",Hindi
"Hawaon Mein Udta Patthar
","Jai Ratan
","हवाओं में उड़ता पत्थर,  
राहों की तलाश करता है।  
ना उसे रुकने की जगह मिलती है,  
ना मंजिल का पता चलता है।
","The stone flying in the wind,  
Seeks its path.  
It finds neither a place to stop,  
Nor does it find the destination.  
",Hindi
"Ant Ki Aasha
","Maithili Sharan Gupt
","अंत की आशा जगाती है,  
हर दिन, हर पल को जीते हैं।  
कभी न कभी, यह ठहर जाएगा,  
ख़त्म होगी यह यात्रा, सब्र की राह पर।
","It awakens hope at the end,  
Living every day, every moment.  
Someday, it will stop,  
The journey will end, on the path of patience.  
",Hindi
"Aangan Mein Barish
","Sarveshwar Dayal Saxena
","आंगन में बारिश हो रही है,  
हर जगह पानी की लकीरें हैं।  
आंधी भी आई है, फिर भी,  
कुछ खास गूंज है, जो दिल में हैं।
","Rain is falling in the courtyard,  
Lines of water everywhere.  
The storm has come too, yet,  
There’s a special echo in the heart.  
",Hindi
"Bechaini
","Raghuvir Sahay
","बेचैनी का आलम है,  
दिल में कुछ उलझन सी है।  
जैसे हर चीज़ अधूरी है,  
जैसे कहीं कुछ खो गया है।
","A state of restlessness,  
A tangle in the heart.  
As if everything is incomplete,  
As if something is lost somewhere.  
",Hindi
Raah Ki Khoj,Shivmangal Singh Suman,"राह की खोज में निकले हम,  
अंधेरों से जूझते हुए।  
चिराग जलाए उम्मीद के,  
तूफानों से टकराते हुए।","We set out in search of the path,  
Battling the darkness.  
Lit the lamps of hope,  
Facing the storms head-on.",Hindi
Ek Pankh Ki Talaash,Kunwar Narayan,"एक पंख की तलाश में,  
मैंने उड़ान भरी थी।  
आकाश की सीमाओं को,  
छूने का सपना देखा था।","In search of a feather,  
I took flight.  
Dreamed of touching  
The boundaries of the sky.",Hindi
Gehra Samandar,Shivmangal Singh Suman,"गहरा समंदर है,  
पर मुझको पार करना है।  
लहरों की गर्जना में,  
मुझे अपने किनारे तक जाना है।","The ocean is deep,  
But I must cross it.  
Amid the roaring waves,  
I have to reach my shore.",Hindi
Bikhre Moti,Maithili Sharan Gupt,"बिखरे हुए मोती,  
जो किसी ने नहीं समेटे।  
समय की धारा में,  
वो बहते चले गए।","Scattered pearls,  
Gathered by no one.  
In the river of time,  
They kept drifting away.",Hindi
Baadalon Ke Paar,Manglesh Dabral,"बादलों के पार एक नई दुनिया है,  
जहां उजाले का एक नया रंग है।  
आसमान छूने की चाह,  
हर किसी के दिल में पलती है।","Beyond the clouds, there is a new world,  
Where light has a different shade.  
The desire to reach the sky,  
Lives in every heart.",Hindi
Aam Ke Ped Ke Neeche,Nagarjun,"आम के पेड़ के नीचे,  
छांव में बैठे हम दोनों,  
पत्तियों की सरसराहट,  
जैसे कोई गीत गुनगुना रहा हो।","Under the mango tree,  
Both of us sitting in the shade,  
The rustle of leaves,  
As if humming a song.",Hindi
Suraj Ka Intizar,Nagarjun,"सूरज का इंतजार है,  
अंधेरों में रोशनी की राह देखता हूँ,  
सवेरा कब आएगा?","Waiting for the sun,  
In the darkness, I seek the path of light,  
When will the morning come?",Hindi
Aman Ki Asha,Iqbal,"हम देखेंगे,  
लाजिम है कि हम भी देखेंगे,  
तलवारों की धार पर,  
हम आरी हुई बर्फ के जैसे देखेंगे।","We shall see,  
It is certain that we too shall see,  
Upon the edge of swords,  
We will see like the sliced ice.",Hindi
Rangon Ki Chhaon,Mahadevi Verma,"रंगों की छांव में जीते हैं सभी,  
सपनों में रंग भरते हैं हम।  
दुनिया के रंग में रंग कर,  
खुद को खो बैठते हैं कभी कभी।","In the shade of colors, all live,  
We fill dreams with hues.  
Blended in the colors of the world,  
At times, we lose ourselves.",Hindi
Kuchh Aur Nahin,Bhawani Prasad Mishra,"कुछ और नहीं,  
बस इक तमन्ना है।  
दूर तक फैली हुई,  
एक राह की दुआ है।","Nothing else,  
Only one desire.  
Spread far and wide,  
A prayer for the path ahead.",Hindi
Dharti Kahe Pukaar Ke,Ramdhari Singh Dinkar,"धरा पुकारती है, आओ, मेरे लाल,  
पैरों की थकान को मिटाओ, देखो यह विशाल।","The earth calls out, come, my child,  
Rest your weary feet, behold this vast land.",Hindi
Suno Draupadi Shastra Utha Lo,Mahashweta Devi,"सुनो द्रौपदी, शस्त्र उठा लो,  
तुम्हारी लड़ाई का समय आ गया है।","Listen, Draupadi, pick up arms,  
The time for your battle has come.",Hindi
Maa Ka Aanchal,Sumitranandan Pant,"माँ का आँचल सिर पर रखा,  
छाया ममता की मिली।  
उसके आँचल के साए में,  
हर कठिनाई दूर हुई।","With my mother's veil upon my head,  
I felt her love's shelter spread.  
In its shade, all troubles left,  
Her gentle warmth a soothing crest.",Hindi
"Badal Aur Pyaas
","Kunwar Narayan
","बादल और प्यास का रिश्ता अजीब है,  
जैसे जीवन और मृत्यु का एक गहरा संवाद।  
एक तृप्ति की चाह में घिरता है,  
दूसरा उसे जीने का अर्थ देता है।  

आसमान में जो बादल उमड़ते हैं,  
धरती की प्यास को पहचानते हैं।  
प्यास कहीं भी हो सकती है,  
और बादल कहीं से भी आ सकते हैं।  

ये रिश्ता पुराना है,  
जैसे आत्मा और शरीर का संवाद,  
जैसे अस्तित्व और अनुभव का मेल।  
यह प्यास और बादल का नाता अटूट है।
","The relationship between the cloud and thirst is strange,  
Like a profound dialogue between life and death.  
One gathers in the hope of quenching,  
The other gives meaning to existence.

The clouds that gather in the sky,  
Recognize the thirst of the earth.  
Thirst can arise anywhere,  
And clouds can come from anywhere.

This relationship is ancient,  
Like the dialogue of soul and body,  
Like the fusion of existence and experience.  
This bond between thirst and cloud is unbreakable.
",Hindi
"Saanjh Ka Geet
","Shivmangal Singh Suman
","सांझ के रंगों में डूबा,  
एक गीत गुनगुनाता है।  
पर्वतों की चुप्पी के बीच,  
कोई विराम ढूंढता है।  

आसमान के आँचल तले,  
सूरज अपनी बाँसुरी बजाता है।  
हर छाया एक कहानी कहती है,  
हर स्वर एक यात्रा को गाता है।  

यह गीत सांझ का है,  
जो दिन के थकान को मिटाता है।  
यह गीत हर दिल को,  
शांति का संदेश सुनाता है।
","Drenched in the hues of evening,  
A song hums softly.  
Amid the silence of the mountains,  
Someone seeks a pause.

Beneath the sky's vast embrace,  
The sun plays its flute.  
Every shadow tells a tale,  
Every note sings of a journey.

This is the song of the evening,  
That eases the day's fatigue.  
This song whispers to every heart,  
A message of peace.
",Hindi
"Kya Yeh Sach Hai?
",Raghuvir Sahay,"क्या यह सच है कि हम चुप हैं,  
कि अब आवाज़ें भी डरती हैं?  
क्या यह सच है कि सपनों ने,  
अपनी राहें बदल दी हैं?
","Is it true that we are silent,  
That even voices now feel fear?  
Is it true that dreams have  
Changed their paths altogether?
",Hindi
"Pathar Ban Gaya Hai Aadmi
","Muktibodh
","पत्थर बन गया है आदमी,  
अपने ही बोझ से दबा हुआ,  
अपने ही सपनों से दूर,  
चुपचाप खड़ा है वक्त के सामने।  
","Man has turned to stone,  
Crushed under his own weight,  
Distant from his own dreams,  
Silently standing before time.  
",Hindi
"Mann Ke Kona
","Bharat Bhushan Agrawal
","मन के कोने में छिपी हुई हैं,  
कुछ अधूरी इच्छाएं,  
कुछ टूटे हुए सपने,  
और अनकहे शब्दों की गूंज।  

वहां मिलते हैं सन्नाटे के सुर,  
और बीते समय की परछाइयां,  
जो कभी-कभी झाँकती हैं,  
वर्तमान के धुंधले आईने में।  
","Hidden in the corners of the mind,  
Are some unfulfilled desires,  
Some broken dreams,  
And echoes of unspoken words.  

There, the notes of silence resound,  
And shadows of the past linger,  
Peeking, now and then,  
Into the foggy mirror of the present.  
",Hindi
"Madhushala
","Harivansh Rai Bachchan
","मधुशाला

सारंगी साज लेकर मैं, 
तुमसे जब भी मिला हूँ, 
तब तुम्हारी यादें, 
मुझे हर बार, 
याद आ गई हैं। 
कभी तुम्हारे नाम की रागिनी, 
कभी तुम्हारी आँखों का जादू। 

मधुशाला मेरी, 
माधव की, 
तेरी हसरत की। 
यही मधुशाला, 
तब भी रहेगी, 
जब तुम दूर हो जाओगे।
","The Tavern of Honey

With a sarangi in hand,
Whenever I have met you,
Your memories
Come back to me every time.
Sometimes the melody of your name,
Sometimes the magic of your eyes.

My tavern,
Of Madhav,
Of your desires.
This tavern
Will remain,
Even when you go far away.
","Hindi
"
"Anjuman
","Shailendra
","अंजुमन

कहाँ से लाएँगे हम, 
वो जो हर दिल में छुपा है।
वो जो मोहब्बत का, 
एक अंजुमन बना है।

खामोशी की बातें हैं, 
फासले हैं, दिल की बत्तियाँ हैं।
यहाँ पर हर एक चेहरे में, 
सपने और हकीकत की लकीरें हैं।
","The Gathering

Where shall we bring it from,
That which hides in every heart?
That which of love,
Has formed a gathering.

There are silent conversations,
Distances, lights of the heart.
Here in every face,
There are lines of dreams and reality.
","Hindi
"
Chandni,"Bismil Azimabadi
","चाँदनी

चाँदनी रात है,  
चाँद की किरणें बिखरी हैं,  
नदियों में लहरें हैं,  
खुशबू की बौछारें हैं।  

बागों में फूल खिलते हैं,  
सपनों में रंग चढ़ते हैं,  
इस चाँदनी में जीते हैं,  
इस चाँदनी में मरते हैं।
","Moonlight

It’s a moonlit night,  
Moonbeams are scattered,  
There are waves in the rivers,  
And showers of fragrance.  

Flowers bloom in the gardens,  
Colors rise in dreams,  
We live in this moonlight,  
We die in this moonlight.
","Hindi
"
"Aag
","Agyeya
","आग

आग के शेर,  
दहकते हुए और खामोश।  
हर चीज़ को लपेट लेते हैं।  
यह नफरत का ज्वाला है।  

आग के उजाले में,  
हम अपने डर को देखते हैं,  
जो हमें अंदर से खा जाता है।  
फिर भी, आग ही है जो हमें गर्मी देती है।  
","Fire

Lions of fire,  
Burning and silent.  
They wrap everything up.  
It is the flame of hatred.  

In the glow of fire,  
We see our fears,  
That consume us from within.  
Yet, it is fire that gives us warmth.
","Hindi
"
"Aam Aadmi
","Pradeep Chandra
","आम आदमी

सड़क पर चलते हुए,  
एक आम आदमी,  
अपने सपनों को लिए,  
अपने कंधों पर बोझ।  

हर दिन की कठिनाइयों में,  
वह हंसता और मुस्कराता है,  
ज़िन्दगी की जद्दोजहद में,  
वह कभी नहीं हारता।  
","Common Man

Walking on the road,  
A common man,  
With his dreams in hand,  
Carrying the burden on his shoulders.  

In the struggles of each day,  
He laughs and smiles,  
In the fight of life,  
He never gives up.
","Hindi
"
"Jab Tum Hi Ghar Aaye
","Naresh K. L. Bansal
","जब तुम ही घर आए

जब तुम ही घर आए,  
सपने सज गए,  
खुशियों का साया,  
हर दिल में बसा।  

तेरी हंसी की खनक,  
संग लाए प्यार,  
जीवन में बहार,  
हर पल का एहसास।  
","When You Came Home

When you came home,  
Dreams blossomed,  
Shadows of happiness,  
Settled in every heart.  

The tinkling of your laughter,  
Brought love along,  
Spring in life,  
The feeling of every moment.
","Hindi
"
"Kagaz Ki Kashti
","Gulzar
","कागज़ की कश्ती,  
बरसात का पानी।  
कागज़ की कश्ती,  
कागज़ की कश्ती।  
मंज़िलें नहीं हैं,  
सपने हैं दीवाने।  
कागज़ की कश्ती,  
बरसात का पानी।  
","Paper boat,  
Rainwater.  
Paper boat,  
Paper boat.  
There are no destinations,  
Only dreams, madly.  
Paper boat,  
Rainwater.
","Hindi
"
"Tumhare Haath Ki Chudiyan
","Shivani Singh
","तुम्हारे हाथ की चूड़ियाँ,  
झनकती हैं ख़ुशियों से।  
जब तुम चलती हो,  
दिल की धड़कनें तेज़ हो जाती हैं।  
चूड़ियों की आवाज़,  
संगीत बन जाती है।  
तुम्हारी हंसी में,  
बजती हैं चूड़ियाँ।  
","The bangles of your hands,  
Chime with joy.  
When you walk,  
The heartbeat quickens.  
The sound of bangles,  
Turns into music.  
In your laughter,  
The bangles resonate.
","Hindi
"
"Kuchh Ishq Tha Kuchh Majboori
","Bashir Badr
","कुछ इश्क़ था, कुछ मजबूरी थी  
कुछ लम्हे थे, कुछ मजबूरी थी  
जो हंसते थे, वो अब रोते हैं  
क्योंकि कुछ इश्क़ था, कुछ मजबूरी थी  
","Some love, some compulsion  
Some moments, some compulsion  
Those who laughed, now cry  
Because there was some love, some compulsion.
","Hindi
"
"Aasman Se Niche
","Manohar Shyam Joshi
","आसमान से नीचे,  
खुशियों का जज़्बा,  
सपनों की उड़ान,  
आसमान के नीचे।  
इस धरती पर,  
हंसी की महक है,  
दिलों का अहसास है।  
आसमान से नीचे,  
प्यार का एहसास है।  
","Below the sky,  
The spirit of joy,  
The flight of dreams,  
Below the sky.  
On this earth,  
The fragrance of laughter,  
The feeling of hearts.  
Below the sky,  
There is the feeling of love.
","Hindi
"
Gali Gali Mein Shor Hai,"Keki N. Daruwalla
","गली गली में शोर है,  
हर तरफ हंगामा है।  
समय की आंधी में सब,  
खामोशी को सहमा है।
","There's noise in every lane,  
Chaos all around remains.  
In the storm of passing time,  
Silence shrinks, afraid to shine.
","Hindi
"
Suno Suno,"Gulzar
","सुनो सुनो, ये मौसम का जादू है,  
खामोशी में छिपा है जो,  
उससे बड़ा कोई मुझसे नहीं।  
सुनो सुनो, ये तन्हाई का जादू है,  
खुद से ही बुनती ये बातें,  
मुझसे बड़ा कोई मुझसे नहीं।
","Listen, listen, it’s the magic of the season,  
What hides in silence,  
No one is greater than me.  
Listen, listen, it’s the magic of solitude,  
These words weave with myself,  
No one is greater than me.
","Hindi
"
"Aankhein
","Agyeya (Sachchidananda Vatsyayan)
","आंखें हैं या सपनों की राहें,  
इनमें छुपी हैं कितनी अनकही चाहें।  
गहरी, गहरी झील सी,  
हर आंसू में हैं कहानियां बसी।  

कभी इनमें झलकते हैं आंसू,  
कभी इनमें उभरते हैं आसमान के तारे।  
आंखें, सबकुछ कह जाती हैं,  
बिना शब्दों के, बिना किसी इशारे।
","Are these eyes or pathways to dreams,  
So many untold desires in them it seems.  
Deep, deep like a tranquil lake,  
In every tear, stories quietly take.  

Sometimes they reflect tears,  
Sometimes they reveal the stars of the skies.  
Eyes, they say everything,  
Without words, without any disguise.
","Hindi
"
"Mera Bharat
","Brahm Prakash
","मेरा भारत महान,  
सत्य और अहिंसा का जहां हो सम्मान।  
हर दिशा में फैली हो शांति की बयार,  
हर दिल में हो प्रेम और प्यार।  

गंगा की धारा सी पावन धरा,  
जहां हर फूल में हो ज्ञान भरा।  
मेरा भारत, मेरा अभिमान,  
रखूंगा सदा इसका सम्मान।
","My India is great,  
Where truth and non-violence hold their state.  
Peace flows in every direction,  
In every heart, love and affection.  

Like the holy waters of the Ganges flow,  
In every flower, wisdom will grow.  
My India, my pride,  
I will always hold it high with stride.
","Hindi
"
"Mitti Ka Pyaala
","Kumar Vishwas
","मिट्टी का प्याला भरकर,  
मैंने धरती का रस पिया।  
सागर की गहराई छोड़ी,  
नभ का विस्तार दिया।  

मुझमें समाहित सारी धरा,  
मैंने जीवन का स्पर्श लिया।  
एक प्याले में सिमटी धरा,  
और प्रेम का संसार दिया।
","Filling a cup of soil,  
I drank the essence of the earth.  
I left the depths of the ocean,  
And embraced the vastness of the sky.  

Within me, the entire earth rests,  
I felt the touch of life.  
In one small cup, the earth resides,  
And it gave a world of love.
","Hindi
"
"Chakrayuh
","Harivansh Rai Bachchan
","चक्रव्यूह में फंसा अकेला,  
मैं अर्जुन पुत्र अभिमन्यु।  
किसने किसका साथ निभाया,  
किसकी सच्ची रही अनुशासन।  

मैंने हर द्वार खटखटाया,  
पर किसी ने न खोला।  
चक्रव्यूह में फंसा अकेला,  
मैं अर्जुन पुत्र अभिमन्यु।
","Trapped in the chakra alone,  
I am Arjuna's son, Abhimanyu.  
Who stood by whom,  
Whose discipline remained true?

I knocked on every door,  
But no one opened.  
Trapped in the chakra alone,  
I am Arjuna's son, Abhimanyu.
","Hindi
"
"Chalo Duniya
","Sahir Ludhianvi
","चलो दुनिया के उस कोने में,  
जहाँ उम्मीदें होती हैं।  
जहाँ ख्वाबों के झूले होते हैं,  
और तारे ज़मीं पर उतरते हैं।  

जहाँ प्यार हर दिल में बसता है,  
और नफ़रत की कोई जगह नहीं।  
चलो उस दुनिया में,  
जहाँ सपने सच होते हैं।
","Let’s go to that corner of the world,  
Where hopes exist.  
Where dreams swing,  
And stars descend to the earth.

Where love resides in every heart,  
And there’s no place for hatred.  
Let’s go to that world,  
Where dreams come true.
","Hindi
"
"Ghar Aaja Pardesi
","Dushyant Kumar
","घर आजा परदेसी,  
तेरे शहर का रास्ता देखा।  
आंखों में बसा हुआ सपना,  
कभी न मिटी वो चाहत।

तेरी राहों के निशान,  
अब भी मेरे दिल में बचे हैं।  
घर आजा परदेसी,  
मुझे तेरा ही इंतजार है।
","Come home, traveler,  
I’ve waited for the path to your city.  
The dream settled in my eyes,  
That desire has never faded.

The marks of your path,  
Still remain in my heart.  
Come home, traveler,  
I’ve been waiting only for you.
","Hindi
"
"Phool Khilte Hain
","Nirmal Verma
","फूल खिलते हैं,  
बहारों की सरसराहट में।  
एक नई उम्मीद का संदेश,  
हवा में बिखरता रहता है।

फूल खिलते हैं,  
हर दिल में, हर आंगन में।  
कभी झर जाते हैं,  
पर फिर भी नई कली खिलती है।
","Flowers bloom,  
In the whisper of the spring.  
A message of new hope,  
Spreads through the air.

Flowers bloom,  
In every heart, every courtyard.  
Sometimes they fall,  
But a new bud always blossoms.
","Hindi
"
"Aankh Uthi
","Javed Akhtar
","आँख उठी, ज़िंदगी को देखा,  
आसमान की नीली छत को।  
खुद से नज़र मिली,  
सपनों की गहराइयों में डूबा।  

हर एक लम्हा महकता है,  
खुशबू में लिपटी यादों के संग।  
आँख उठी, फिर सृष्टि को देखा,  
सपनों की दुनिया में खोया।
","The eye raised, saw life,  
The blue ceiling of the sky.  
Met my gaze,  
Drowned in the depths of dreams.  

Every moment is fragrant,  
Wrapped in the scent of memories.  
The eye raised, then saw creation,  
Lost in the world of dreams.
","Hindi
"
"Kashmir Ki Kali
","Nida Fazli
","कश्मीर की कली, खिलती है वहाँ,  
सुरमई नदियों में, बहे जैसे खामोशी।  
सपनों का जहां, बर्फ की चादर,  
हर सुबह बुनती है एक नई कहानी।  

हर रंग में छुपा है वहाँ का जादू,  
फूलों की महक में, बसी है जिंदगी।  
कश्मीर की कली, बगिया में बसी,  
सुरमई सपनों की, हसीन परछाई।
","The flower of Kashmir blooms there,  
Like silence flowing in the slate rivers.  
A land of dreams, wrapped in snow,  
Each morning weaves a new tale.  

In every color, the magic is hidden,  
In the fragrance of flowers, life resides.  
The flower of Kashmir, nestled in the garden,  
A beautiful shadow of slate dreams.
","Hindi
"
"Raat
","Gulzar
","रात जब चुप होती है,  
तारे भी मुस्काते हैं।  
चाँद की चाँदनी में,  
सपने बुनते हैं।  

खामोशी की चादर ओढ़े,  
हर दिल की धड़कन सुनती है।  
यादों के झोंके आते हैं,  
रात के साये में छिपते हैं।
","When the night is silent,  
The stars smile too.  
In the moonlight,  
Dreams are woven.  

Draped in a sheet of silence,  
It listens to every heartbeat.  
Winds of memories arrive,  
Hiding in the shadows of the night.
","Hindi
"
"Dil Dhoondta Hai
","Gulzar
","दिल ढूंढता है,  
फिर वही फुर्सत के रात-दिन।  
दिल ढूंढता है,  
फिर वही फुर्सत के रात-दिन।  

किसी के साथ बिताए,  
जिन्हें खो दिया हमने।  
दिल ढूंढता है,  
फिर वही फुर्सत के रात-दिन।  
","The heart seeks,  
Again those leisurely days and nights.  
The heart seeks,  
Again those leisurely days and nights.  

Spent with someone,  
Whom we have lost.  
The heart seeks,  
Again those leisurely days and nights.
","Hindi
"
"Tumhare Bina
","Harivansh Rai Bachchan
","तुम्हारे बिना, तुमhare बिना,  
तुम्हारे बिना, मेरी जिन्दगी अधूरी है।  
तुम्हारे बिना, तुमhare बिना,  
तुम्हारे बिना, मेरी हर खुशी अधूरी है।  

हर एक रंग में तुम हो,  
हर एक गीत में तुम हो,  
हर एक ख्वाब में तुम हो,  
तुम्हारे बिना, मेरा सब कुछ अधूरी है।  
","Without you, without you,  
Without you, my life is incomplete.  
Without you, without you,  
Without you, my every joy is incomplete.  

In every color, you are there,  
In every song, you are there,  
In every dream, you are there,  
Without you, everything I have is incomplete.
","Hindi
"
"Patjhad
","Madhushala
","पतझड़ में खो गया है,  
हर एक रंग का फूल।  
सर्द हवाओं ने गाया,  
नैना मेरा देखो, देखो।  

सूखे पत्तों की सरसराहट,  
उदासियों का करती है बयां।  
पतझड़ में खो गया है,  
हर एक रंग का फूल।
","In autumn, all is lost,  
Every colored flower fades.  
Cold winds sing a tune,  
Look into my eyes, behold.  

The rustle of dried leaves,  
Expresses all the sorrows.  
In autumn, all is lost,  
Every colored flower fades.
","Hindi
"
Bairagi,"Gulzar
","बैरागी हूं मैं,  
साधना में लीन,  
मन की शांति का साधक,  
जो खो गया है कहीं।  

धूल में लिपटा,  
रास्तों में बिखरा,  
ध्यान में खोया,  
सिर्फ मैं हूं, कोई और नहीं।  
","I am an ascetic,  
Engrossed in my practice,  
A seeker of peace,  
Lost somewhere in the chaos.  

Wrapped in dust,  
Scattered on the roads,  
Lost in meditation,  
Only I exist, no one else.
","Hindi
"
"Jashn-e-Dil
","Javed Akhtar
","दिल का जश्न मनाना है,  
खुशियों की महक बिखेरना है।  
सपनों की बारात सजाना है,  
हर रंग में उमंग भरना है।  

पलकों पर रखा है मैंने,  
हर ख्वाब को हंसने दिया।  
जश्न-ए-दिल में सारा जहां,  
खुशियों का समां बांधने आया।  
","It’s time to celebrate the heart,  
To spread the fragrance of joy.  
To adorn the procession of dreams,  
To fill every color with enthusiasm.  

I have kept every dream on my eyelids,  
Letting them smile in the light.  
In this celebration of the heart,  
The whole world has come to weave joy.
","Hindi
"
"Kahani Ghar Ghar Ki
","Madhushala
","हर घर की एक कहानी है,  
सपनों का एक मंजर है।  
कभी हंसती, कभी रोती,  
बचपन की यादें संजोती।  

खुशियों की महक बिखेरती,  
दुखों के साए भी छिपाती।  
हर घर की एक कहानी है,  
जिंदगी की रेखाएं बुनती।
","Every home has a story,  
A scene of dreams unfolding.  
Sometimes laughing, sometimes crying,  
Treasuring childhood memories.  

Spreading the fragrance of joy,  
Hiding the shadows of sorrow.  
Every home has a story,  
Weaving the lines of life.
","Hindi
"
"Bachpan
","Kumar Vishwas
","बचपन की वो मासूमियत,  
सपनों की अद्भुत दुनिया।  
खिलौनों के संग खेलना,  
हर दिन एक नई कहानी।  

चिड़ियों की चहचहाहट में,  
हवा में वो खुशबू थी।  
बचपन की यादों में बसी,  
वो पल, वो सुनहरी धूप थी।
","The innocence of childhood,  
The wondrous world of dreams.  
Playing with toys,  
Every day a new story.  

In the chirping of birds,  
There was that fragrance in the air.  
In the memories of childhood,  
Those moments, that golden sunlight.
","Hindi
"
"Phoolon Ki Tarah
","Gulzar
","फूलों की तरह महकते हैं,  
हम भी कहीं खिलते हैं।  
फूलों की नाजुकता में,  
हम भी कभी खिलखिलाते हैं।  

हवा में बसी खुशबू में,  
हम भी हैं, हम भी रहते हैं।  
खुशियों की बगिया में,  
फूलों की तरह महकते हैं।
","We fragrance like flowers,  
We too bloom somewhere.  
In the delicacy of flowers,  
We too sometimes burst into laughter.  

In the fragrance that fills the air,  
We too exist, we too stay.  
In the garden of joys,  
We fragrance like flowers.
","Hindi
"
"Mitti Ki Khushboo
","Kumar Vishwas
","मिट्टी की खुशबू से,  
दिल अपना महकता है।  
धरती की छांव में,  
मन मेरा बहकता है।  

साँसों में बसी है,  
इस मिट्टी की सौंधी महक।  
हर बूँद, हर कण में,  
है जीवन का असली शहक।
","With the fragrance of soil,  
My heart fills with scent.  
In the shade of the earth,  
My mind wanders content.  

In every breath,  
The earthy aroma remains.  
In every drop, every grain,  
Lies the essence of life's true reign.
","Hindi
"
"Maanav
","Balbir K. Khatri
","मानव हूँ, इस धरा का बेटा,  
सपनों का अंबर मेरा,  
धरती से जुड़े रहकर भी,  
नभ में उड़ना है मेरा।  

सत्य और प्रेम की राह पे,  
चरण मेरे चलते जाएँ।  
मानवता की सेवा करके,  
अपना फर्ज मैं निभाऊँ।
","I am human, a son of this earth,  
The sky of dreams is mine.  
Though grounded to the land,  
It's in the heavens I wish to fly.  

On the path of truth and love,  
May my feet always tread.  
Serving humanity with care,  
Fulfilling the duties I’ve pledged.
","Hindi
"
"Ek Pal
","Raghuveer Singh
","एक पल की बात है,  
जीवन का सारा सार है।  
क्षण में जो समझ सका,  
वही सबसे पार है।  

एक पल में खुशियों का सागर,  
एक पल में दुःख का संसार।  
क्षण भर में बदल जाए जीवन,  
क्षण भर में हो जीवन हार।
","It's just a moment,  
The essence of life it holds.  
Whoever understands in an instant,  
Is the one who conquers all.  

In a moment, a sea of joy,  
In a moment, a world of sorrow.  
Life can change in a blink,  
Or in a moment, be lost tomorrow.
","Hindi
"
"Dhool Ka Phool
","Harivansh Rai Bachchan
","धूल का फूल हूं मैं,  
धूल में मिल जाऊंगा।  
मैं धूल में खिलूंगा,  
धूल में ही समाऊंगा।  

धूप छू नहीं पाएगी,  
छांव भी नहीं बचा पाएगी,  
हवा का रुख चाहे बदले,  
मैं धूल का फूल हूं,  
धूल में ही रह जाऊंगा।
","I am the flower of dust,  
In the dust, I shall merge.  
I will bloom in the dust,  
And there I shall emerge.  

The sun won’t be able to reach,  
The shade won’t protect me,  
Even if the wind changes course,  
I am the flower of dust,  
In the dust, I’ll remain, of course.
","Hindi
"
